Title,Link,Description,Image,Keyword,Ranking
,http://www.bignewsnetwork.com/category/seniors-news,Seniors News,,news,0.0
,http://www.bignewsnetwork.com/category/obituaries-news,Obituaries news,,news,0.0
,http://www.bignewsnetwork.com/category/lifestyle-news,Lifestyle News,,news,0.0
,http://www.bignewsnetwork.com/category/fitness-news,Fitness News,,news,0.0
,http://www.bignewsnetwork.com/category/computer-games-news,Computer Games news,,news,0.0
,http://www.bignewsnetwork.com/category/computer-services-news,Computer Services News,,news,0.0
,http://www.bignewsnetwork.com/category/computers-news,Computers News,,news,0.0
,http://www.bignewsnetwork.com/category/database-news,Database News,,news,0.0
,http://www.bignewsnetwork.com/category/software-news,Software News,,news,0.0
,http://www.bignewsnetwork.com/category/space-science-news,Space Science News,,news,0.0
,http://www.bignewsnetwork.com/category/science-news,Science News,,news,0.0
,http://www.bignewsnetwork.com/category/domains-news,Domains News,,news,0.0
,http://www.bignewsnetwork.com/category/internet-marketing-news,Internet Marketing News,,news,0.0
,http://www.bignewsnetwork.com/category/search-engines-news,Search Engines News,,news,0.0
,http://www.bignewsnetwork.com/category/web-site-development-news,Web Site News,,news,0.0
,http://www.bignewsnetwork.com#,Breakig Sports News,,news,0.0
,http://www.bignewsnetwork.com/category/asia-sports-news,Asia Sports News,,news,0.0
,http://www.bignewsnetwork.com/category/europe-sports-news,Europe Sports News,,news,0.0
,http://www.bignewsnetwork.com/category/uk-sports-news,UK Sports News,,news,0.0
,http://www.bignewsnetwork.com/category/us-sports-news,US Sports News,,news,0.0
,http://www.bignewsnetwork.com/category/cricket-news,Cricket News,,news,0.0
,http://www.bignewsnetwork.com/category/wireless-news,Wireless News,,news,0.0
,http://www.bignewsnetwork.com/category/viruses-news,Viruses News,,news,0.0
,http://www.bignewsnetwork.com/category/telecoms-news,Telecoms News,,news,0.0
,http://www.bignewsnetwork.com/category/television-news,Television News,,news,0.0
,http://www.bignewsnetwork.com/category/tuscaloosa-news,Tuscaloosa News,,news,0.0
,http://www.bignewsnetwork.com/category/vancouver-news,Vancouver News,,news,0.0
,http://www.bignewsnetwork.com/category/virginia-beach-news,Virginia Beach News,,news,0.0
,http://www.bignewsnetwork.com/category/washington-dc-news,Washington DC News,,news,0.0
,http://www.bignewsnetwork.com/category/winnipeg-news,Winnipeg News,,news,0.0
,http://www.bignewsnetwork.com/category/wellington-news,Wellington News,,news,0.0
,http://www.bignewsnetwork.com/category/yorkshire-news,Yorkshire News,,news,0.0
,http://www.bignewsnetwork.com/category/broadcast-news,Broadcast News,,news,0.0
,http://www.bignewsnetwork.com/category/kenya-news,Kenya News,,news,0.0
,http://www.bignewsnetwork.com/category/tv-news,Cable/Pay TV News,,news,0.0
,http://www.bignewsnetwork.com/category/journalism-news,Journalism News,,news,0.0
,http://www.bignewsnetwork.com/category/newspapers-news,Newspapers News,,news,0.0
,http://www.bignewsnetwork.com/category/country-music-news,Country Music News,,news,0.0
,http://www.bignewsnetwork.com/category/books-news,Book News,,news,0.0
,http://www.bignewsnetwork.com/category/arts-news,Arts News,,news,0.0
,http://www.bignewsnetwork.com/category/communications-news,Communications News,,news,0.0
,http://www.bignewsnetwork.com/category/basketball-news,Basketball News,,news,0.0
,http://www.bignewsnetwork.com/category/baseball-news,Baseball News,,news,0.0
,http://www.bignewsnetwork.com/category/tennis-news,Tennis News,,news,0.0
,http://www.bignewsnetwork.com/category/baptist-news,Baptist News,,news,0.0
,http://www.bignewsnetwork.com/category/psychology-news,Psychology News,,news,0.0
,http://www.bignewsnetwork.com/category/public-health-news,Public Health News,,news,0.0
,http://www.bignewsnetwork.com/category/parenting-news,Parenting News,,news,0.0
,http://www.bignewsnetwork.com/category/kids-news,Kids News,,news,0.0
,http://www.bignewsnetwork.com/category/food-and-drinks-news,Food and Drinks News,,news,0.0
,http://www.bignewsnetwork.com/category/house-and-garden-news,House and Garden News,,news,0.0
,http://www.bignewsnetwork.com/category/anglican-news,Anglican News,,news,0.0
,http://www.bignewsnetwork.com/category/buddhist-news,Buddhist News,,news,0.0
,http://www.bignewsnetwork.com/category/medical-news,Medical News,,news,0.0
,http://www.bignewsnetwork.com/category/catholic-news,Catholic News,,news,0.0
,http://www.bignewsnetwork.com/category/christian-news,Christian News,,news,0.0
,http://www.bignewsnetwork.com/category/hindu-news,Hindu News,,news,0.0
,http://www.bignewsnetwork.com/category/jewish-news,Jewish News,,news,0.0
,http://www.bignewsnetwork.com/category/muslim-news,Muslim News,,news,0.0
,http://www.bignewsnetwork.com/category/animals-news,Animals News,,news,0.0
,http://www.bignewsnetwork.com/category/consumer-news,Consumer News,,news,0.0
,http://www.bignewsnetwork.com/category/natural-health-news,Natural Health News,,news,0.0
,http://www.bignewsnetwork.com/category/healthcare-news,Healthcare News,,news,0.0
,http://www.bignewsnetwork.com/category/soccer-news,Soccer News,,news,0.0
,http://www.bignewsnetwork.com/category/motor-sports-news,Motor Sports News,,news,0.0
,http://www.bignewsnetwork.com/category/afl-news,AFL News,,news,0.0
,http://www.bignewsnetwork.com/category/athletics-news,Athletics News,,news,0.0
,http://www.bignewsnetwork.com/category/boxing-news,Boxing News,,news,0.0
,http://www.bignewsnetwork.com/category/cycling-news,Cycling News,,news,0.0
,http://www.bignewsnetwork.com/category/golf-news,Golf News,,news,0.0
,http://www.bignewsnetwork.com/category/horse-racing-news,Horse Racing News,,news,0.0
,http://www.bignewsnetwork.com/category/ice-hockey-news,Ice Hockey News,,news,0.0
,http://www.bignewsnetwork.com/category/nfl-news,NFL News,,news,0.0
,http://www.bignewsnetwork.com/category/cancer-news,Cancer News,,news,0.0
,http://www.bignewsnetwork.com/category/rugby-league-news,Rugby League News,,news,0.0
,http://www.bignewsnetwork.com/category/rugby-news,Rugby News,,news,0.0
,http://www.bignewsnetwork.com/category/swimming-news,Swimming News,,news,0.0
,http://www.bignewsnetwork.com/category/winter-sports-news,Winter Sports News,,news,0.0
,http://www.bignewsnetwork.com/category/wrestling-news,Wrestling News,,news,0.0
,http://www.bignewsnetwork.com/category/yachting-news,Yachting News,,news,0.0
,http://www.bignewsnetwork.com/category/aging-news,Aging News,,news,0.0
,http://www.bignewsnetwork.com/category/kuwait-news,Kuwait News,,news,0.0
,http://news.lycos.com,News,,news,0.0
,http://www.bignewsnetwork.com/category/jordan-news,Jordan News,,news,0.0
,http://www.dailycaller.com/2018/10/17/opinion-fake-news-autopsy/,OPINION: Fake News Autopsy,,news,0.0
,http://www.commondreams.org/news/2018/11/22/thanksgiving-eve-news-dump-facebook-admits-hiring-gop-operatives-dig-dirt-critics,"In Thanksgiving Eve News Dump, Facebook Admits Hiring GOP Operatives to Dig Up Dirt on Critics—Including George Soros",,news,0.0
,http://www.commondreams.org/news,More News,,news,0.0
,http://www.commondreams.org/newswire/2018/11/21/moveon-sends-letter-facebook-leaders-response-definers-news-other-concerns,"MoveOn Sends Letter to Facebook Leaders in Response to Definers News, Other Concerns",,news,0.0
,http://www.commondreams.org/newswire,More Newswire,,news,0.0
,http://www.commondreams.orgmailto:newstips@commondreams.org,News Tips?,,news,0.0
,http://www.commondreams.orgmailto:news@commondreams.org,News Release Submissions,,news,0.0
,http://www.dailycaller.com/2018/11/23/guest-booted-off-fox-apologizes-hillary-herpes/,Turning Point USA Guest Booted Off Fox News Segment Apologizes For Comparing Hillary To Herpes Media | Scott Morefield 'a brash and unprofessional joke ... ',,news,0.0
,http://www.dailycaller.com/2018/11/24/mike-ditka-heart-attack/,Legendary Coach Mike Ditka 'Doing Much Better' After Suffering Heart Attack US | Scott Morefield Good news!,,news,0.0
ViewMobile,http://www.newsmax.com/?vtype=mob,View Newsmax Mobile,,news,0.0
,http://www.bignewsnetwork.com/category/japan-news,Japan News,,news,0.0
,http://www.newsmax.com/newsfront/,Newsfront,,news,0.0
,https://twitter.com/Newsmax,Follow @Newsmax,,news,0.0
,https://www.newsmax.com/advertise,Powered by Newsmax,,news,0.0
,https://www.financialbuzz.com/recent-breaking-news-european-electric-metals-engages-nordmin-group-of-companies/,Recent Breaking News: European Electric Metals Engages Nordmin Group of Companies,,"breaking,news,breaking news",0.0
,https://www.financialbuzz.com/category/breaking-news/,Breaking News,,"breaking,news,breaking news",0.0
,https://www.financialbuzz.com/recent-breaking-news-chemesis-international-inc-signs-exclusive-licensing-deal/,Recent Breaking News: Chemesis International Inc. Signs Exclusive Licensing Deal,,"breaking,news,breaking news",0.0
,https://www.financialbuzz.com/breaking-news-declan-cobalts-tisova-poly-metallic-volcanic-massive-sulfide-vms-project/,Breaking News: Declan Cobalt’s Tisova Poly Metallic Volcanic Massive Sulfide (VMS) Project,,"breaking,news,breaking news",0.0
,https://www.financialbuzz.com/the-latest-buzz-on-the-street-show-featuring-declan-cobalt-inc-otc-dcnnf-cse-lan-cobalt-news/,The Latest “Buzz on the Street” Show: Featuring Declan Cobalt Inc. (OTC: DCNNF) (CSE: LAN) Cobalt News,,news,0.0
,http://www.commondreams.org/about-us,"Common Dreams, a non-profit newscenter, has published 365-days a year since 1997. Our Mission? To inform. To inspire. To ignite change for the common good.",,news,0.0
,http://www.foxbusiness.com/,News,,news,0.0
,http://www.radioaustralia.net.au/news/australia/,Australia News,,news,0.0
,http://www.radioaustralia.net.au/news/world/asia-pacific/,Asia Pacific News,,news,0.0
,http://www.24-7pressrelease.com/press_releases_today,Browse All News Stories,,news,0.0
,http://mediadesk.24-7pressrelease.com,Get the news stories that matter most with our unique Media Desk.,,news,0.0
,https://www.cbsnews.com/,CBS News Logo,,news,0.0
,http://www.cbsnews.com/,News,,news,0.0
,http://www.cbsnews.com/evening-news/,CBS Evening News,,news,0.0
,http://www.cbsnews.com/news/reporters-notebook-saudi-arabia-reforms-havent-translated-into-political-freedom/,The hunt for truth proves elusive in secretive Saudi Arabia CBS News correspondent Holly Williams has reported extensively on Saudi journalist Jamal Khashoggi’s death,https://cbsnews2.cbsistatic.com/hub/i/r/2018/11/23/280be44c-89fc-41a7-9cab-14c665446c34/thumbnail/220x140/fdab2c7ff7ad63799b6d474402f57669/1123-ctm-saudirepnotebook-williams-1718818-640x360.jpg#,news,0.0
,http://www.cbsnews.com/video/the-takeout-preview-major-garrett-eric-winston-mark-leibovich-sports-nfl-politics/,"Major Garrett talks football with Eric Winston and Mark Leibovich PlayVideo This week on ""The Takeout,"" CBS News chief White House correspondent Major Garrett sits down with Mark Leibovich, chief national correspondent for The New York Times Magazine, and Eric Winston, the president of the National Football League Players Association",https://cbsnews2.cbsistatic.com/hub/i/r/2018/11/22/6fab1a00-7985-47b0-b86a-167c23c89e8c/thumbnail/220x140/4de3c1f1c504e14754f91335003ba313/cbsn-fusion-on-this-weeks-episode-of-the-takeout-major-garrett-talks-football-with-eric-winston-mark-leibovich-thumbnail-1718189-640x360.jpg#,news,0.0
,http://www.cbsnews.com/newsletters/,Newsletters,,news,0.0
,http://www.cbsstore.com/cbs-news-store-home/index.php?v=cbs-news&ecid=PRF-CBS-300538&pa=PRF-CBS-300538,CBS News Store,,news,0.0
,https://www.cbsnews.com/newsletters/,Email Newsletters,,news,0.0
,https://www.cbsnews.com/radio/,CBS News Radio,,news,0.0
News,http://www.newswire.ca/news-releases/,News,,news,0.0
,http://www.newswire.ca/news-releases/news-releases-list,View All News Releases,,news,0.0
View All Federal Economic Statement news,https://www.newswire.ca/news-releases/federal-economic-statement-501043961.html,View All Federal Economic Statement news,,news,0.0
View All Black Friday and Cyber Monday news,https://www.newswire.ca/news-releases/black-friday-and-cyber-monday-402253836.html,View All Black Friday and Cyber Monday news,,news,0.0
View All Company Earnings news,https://www.newswire.ca/news-releases/company-earnings-319943641.html,View All Company Earnings news,,news,0.0
,https://www.abc.net.au/news/,News,,news,0.0
,https://www.financialbuzz.com/category/investing-news/,Investing News,,news,0.0
,https://www.financialbuzz.com/category/the-market-buzz/market-news/,Market News,,news,0.0
,https://www.financialbuzz.com/category/politics/government-news/,Government News,,news,0.0
,http://www.bignewsnetwork.com/category/breaking-news,More Breaking News ➭,,"breaking,news,breaking news",0.0
,http://www.bignewsnetwork.com/category/breaking-media-news,Breaking Media News,,"breaking,news",0.0
,http://www.bignewsnetwork.com/category/breaking-technology-news,Breaking Technology News,,"breaking,news",0.0
,http://www.bignewsnetwork.com/category/breaking-internet-news,Breaking Internet News,,"breaking,news",0.0
,http://www.bignewsnetwork.com/category/breaking-sports-news,Breaking Sports News,,"breaking,news",0.0
,http://www.bignewsnetwork.com/category/breaking-health-news,Breaking Health News,,"breaking,news",0.0
,http://www.bignewsnetwork.com/category/breaking-religious-news,Breaking Religion News,,"breaking,news",0.0
,http://www.bignewsnetwork.com/category/breaking-entertainment-news,More Entertainment News ➭,,news,0.0
Big News Network.Net,http://www.bignewsnetwork.net/,Big News Network News Agency,,news,0.0
News Releases,http://www.bignewsnetwork.com/news-releases,News Releases,,news,0.0
Newsletter,http://www.bignewsnetwork.com/subscribe-newsletter,Newsletter,,news,0.0
,http://www.bignewsnetwork.com/category/international-business-news,International Business News,,news,0.0
,http://www.bignewsnetwork.com/category/personal-finance-news,Personal Finance News,,news,0.0
,http://www.bignewsnetwork.com/category/asia-business-news,Asia Business News,,news,0.0
,http://www.bignewsnetwork.com/category/europe-business-news,Europe Business News,,news,0.0
,http://www.bignewsnetwork.com/category/uk-business-news,UK Business News,,news,0.0
,http://www.bignewsnetwork.com/category/us-business-news,US Business News,,news,0.0
,http://www.bignewsnetwork.com/category/asia-markets-news,Asia Markets News,,news,0.0
,http://www.bignewsnetwork.com/category/breaking-business-news,Breaking Business News,,"breaking,news",0.0
,http://www.bignewsnetwork.com/category/business-news,More Breaking News ➭,,"breaking,news,breaking news",0.0
,https://www.inquisitr.com/news/,News & Politics,,news,0.0
,https://www.cnbc.com/cnbc-news-releases/,News Releases,,news,0.0
,https://www.inquisitr.com/category/news/,News,,news,0.0
,https://www.inquisitr.com/5177801/trump-foundation-lawsuit-criminally-vulnerable/,"News Trump Should Be ‘Very, Very Concerned’ About Being ‘Criminally Vulnerable’ After Judge’s Ruling, Experts Say","data:image/gif;base64,R0lGODlhDAAHAPYAAA0NBwwMCA8OCQ8OCg8PChEPDBAQDREQDRIRDxcVEBcVERgWERoYFBsYFR4bFRwZFh8bFiEaFSMdFyMeFyUgFywlGy8lHC0lHi4mHjIpFTInGjImGzosHT0wGy4mIS4oIzMrIjUsITErJTQsJTkuJzwyKTwxLD4zLUQ0H0MzIUE0IUU2KUQ2K0I3LUc5LUg4K0s7LUA3MkE3M0c9N0s+M08/MEs/NkY8OVRBLU1AN0pAPUpBP01CPFhENFxGNFFDO1NEPFVHP05EQFBGQ1ZKQ1VKR1pMQldMSF5RTGdSQ2BQRmJRR2ZWR2BSTGNUTWtWSmZZUXJjV3VnW4V0ZAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAAIf8LTUdLOEJJTTAwMDD/OEJJTQQEAAAAAAIoHAFaAAMbJUccAlUACFN0cmluZ2VyHAJ6AAJzcxwCDwABRRwCWgAFTWlhbWkcAmUADVVuaXRlZCBTdGF0ZXMcAmQAA1VTQRwCaQBMR1JFWSBHT09TRSBWb2RrYSBUb2FzdHMgVGhlIENhZGlsbGFjIENoYW1waW9uc2hpcCBBdCBUaGUgT3BlbmluZyBEcml2ZSBQYXJ0eRwCKAASTm90IFJlbGVhc2VkIChOUikgHAJnAAk0NzcwMTEwMzccAgUACDc4ODU2NzMyHAJzABpHZXR0eSBJbWFnZXMgTm9ydGggQW1lcmljYRwCXwACRkwcAhQA/wdFTlQsQUNFHAI3AAgyMDE0MDMwNRwCPgAIMjAxNDAzMDUcAlAAEUd1c3Rhdm8gQ2FiYWxsZXJvHAJ0ABEyMDE0IEdldHR5IEltYWdlcxwCeADiTUlBTUksIEZMIC0gTUFSQ0ggMDQ6ICBFcmljIFRydW1wLCBEb25hbGQgVHJ1bXAsIEpyLiwgRG9uYWxkIFRydW1wLCBhbmQgSXZhbmthIFRydW1wIGFycml2ZSB0byBUaGUgT3BlbmluZyBEcml2ZSBQYXJ0eSBhdCBIeWRlIEJlYWNoIG9uIE1hcmNoIDQsIDIwMTQgaW4gTWlhbWksIEZsb3JpZGEuICAoUDZob3RvIGJ5IEd1c3Rhdm8gQ2FiYWxsZXJvL0dldHR5IEltYWdlcyBmb3IgR1JFWSBHT09TRSkAIf8LTUdLSVBUQzAwMDD/HAFaAAMbJUccAlUACFN0cmluZ2VyHAJ6AAJzcxwCDwABRRwCWgAFTWlhbWkcAmUADVVuaXRlZCBTdGF0ZXMcAmQAA1VTQRwCaQBMR1JFWSBHT09TRSBWb2RrYSBUb2FzdHMgVGhlIENhZGlsbGFjIENoYW1waW9uc2hpcCBBdCBUaGUgT3BlbmluZyBEcml2ZSBQYXJ0eRwCKAASTm90IFJlbGVhc2VkIChOUikgHAJnAAk0NzcwMTEwMzccAgUACDc4ODU2NzMyHAJzABpHZXR0eSBJbWFnZXMgTm9ydGggQW1lcmljYRwCXwACRkwcAhQAB0VOVCxBQ0UcAjcA/wgyMDE0MDMwNRwCPgAIMjAxNDAzMDUcAlAAEUd1c3Rhdm8gQ2FiYWxsZXJvHAJ0ABEyMDE0IEdldHR5IEltYWdlcxwCeADiTUlBTUksIEZMIC0gTUFSQ0ggMDQ6ICBFcmljIFRydW1wLCBEb25hbGQgVHJ1bXAsIEpyLiwgRG9uYWxkIFRydW1wLCBhbmQgSXZhbmthIFRydW1wIGFycml2ZSB0byBUaGUgT3BlbmluZyBEcml2ZSBQYXJ0eSBhdCBIeWRlIEJlYWNoIG9uIE1hcmNoIDQsIDIwMTQgaW4gTWlhbWksIEZsb3JpZGEuICAoUGhvdG8gYnkgR3VzdCphdm8gQ2FiYWxsZXJvL0dldHR5IEltYWdlcyBmb3IgR1JFWSBHT09TRSkALAAAAAAMAAcAAAdWgAABBREWGxocKSgdGQIECRgsLyswPT44KgMHDCM5QD9BS09JNQYIDSIzQkNFSE5KNAsKDx8xNztHTUQ2JRMOEB4nMjpQUUYtIBUUEhckJjxSU0wuIYEAOw==",news,0.0
,https://www.inquisitr.com/5177225/wwe-news-former-wwe-superstar-threatens-john-cena-and-calls-him-out/,WWE News: Former WWE Superstar Threatens John Cena And Calls Him Out,"data:image/gif;base64,R0lGODlhDAAHAPYAAA0MFhINHxISGxERHhUUHx0XHRwYHw0MIBYPJxEOLBcQIhkQJR4aJR8eJx0UKx8fKCIZLSMhKCIiKj4tLDEsMjQqNjswMkYxLW5LP3FKPTgqQEQyR2I2RmU5SFZFRV5IUGpORnBETmVHU2ZBVGlFVmNIVWhPXHFMU3FPWnRXYX9hYHVlbH9ncHhldnVqc3RheXVieJJeSIdXUo5fUolZWJdjT51kTIdmX59lVJttXKltUqttUrBzW7FzW4ZjZopnZ4lscoBteI50eZl1c6dwYrZ+abl+aqJ4cap8cLKBdX5vgIZzgIR3ioB3jIV5j4Z9lYl+mI6En5OKo6CYsAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAAIf8LTUdLOEJJTTAwMDAcOEJJTQQEAAAAAAAPHAFaAAMbJUccAgAAAgAAAAAh/wtNR0tJUFRDMDAwMA8cAVoAAxslRxwCAAACAAAALAAAAAAMAAcAAAdWgAkICw4aJixKTU9SUwcBChAbKUBLTE5QUQMEDBUfP0NCQS0wLw8SFB43SElHPigkIw0RFiA5RUZENCEdHAIGExg1PD04MiciJQAFFxkxOjs2MyorLoEAOw==",news,0.0
,https://www.inquisitr.com/category/world/,World News,,news,0.0
,http://www.prfire.co.uk/compare-versions/,Submit A News Article,,news,0.0
,https://www.prfire.co.uk/category/uncategorized/,News1001,,news,0.0
,https://www.prfire.co.uk/compare-versions/,Submit A News Article,,news,0.0
,https://www.nbcnews.com,News,,news,0.0
,https://www.nbcnews.com/nightly-news,Nightly News,,news,0.0
,http://www.nbcnews.com/us-news,U.S. News,,news,0.0
,https://www.nbcnews.com/us-news,U.S. news,,news,0.0
,https://www.nbcnews.com/politics/politics-news,Politics News,,news,0.0
,https://www.today.com/news,News,,news,0.0
,https://www.nbcnews.com/news/weird-news,Weird News,,news,0.0
,https://www.nbcnews.com/health/health-news,Health news,,news,0.0
,https://www.nbcnews.com/video,NBC News,,news,0.0
,https://www.cnbc.com/business/,Business News,,news,0.0
,http://www.24-7pressrelease.com/newsletter_signup,Newsletter Sign-Up,,news,0.0
,http://www.24-7pressrelease.com/syndicate_news,Real-Time News Content,,news,0.0
,http://www.24-7pressrelease.com/news_widget,News Widget,,news,0.0
,https://www.mondotimes.com/,"Mondo Times, the worldwide news media guide",,news,0.0
,http://www.prnewswire.com/news-releases/,News,,news,0.0
,http://www.prnewswire.com/news-releases/news-releases-list/,All News Releases,,news,0.0
,http://www.prnewswire.com/news-releases/financial-services-latest-news/accounting-news-issues-list/,Accounting News & Issues,,news,0.0
,http://www.prnewswire.com/news-releases/general-business-latest-news/trade-show-news-list/,Trade Show News,,news,0.0
,http://www.prnewswire.com/news-releases/policy-public-interest-latest-news/economic-news-trends-analysis-list/,"Economic News, Trends, Analysis",,news,0.0
,http://www.prnewswire.com#,In-Language News,,news,0.0
Distribution by PR Newswire,http://www.prnewswire.com/products/content-distribution/,Distribution by PR Newswire,,news,0.0
,http://www.prnewswire.com/resources/case-studies/Lavu-Generates-Quality-Leads-and-Increases-Brand-Awareness-A-Multimedia-News-Release-Case-Study.html,Lavu Generates Quality Leads and Increases Brand Awareness: A Multimedia News Release Case Study,,news,0.0
,http://www.prnewswire.com/products/overview.html,Explore PR Newswire Products,,news,0.0
,https://prnmedia.prnewswire.com,Visit PR Newswire for Journalists,,news,0.0
,http://www.prnewswire.com/news-releases/latest-news-topics/black-friday-cyber-monday,View All Black Friday & Cyber Monday News,,news,0.0
,http://www.prnewswire.com/news-releases/latest-news-topics/quarterly-earnings-reports,View All Quarterly Earnings Reports News,,news,0.0
,http://www.prnewswire.com/news-releases/latest-news-topics/thanksgiving,View All Thanksgiving Roundup News,,news,0.0
Contact PR Newswire,http://www.prnewswire.com/contact-us/,Contact PR Newswire,,news,0.0
About PR Newswire,http://prnewswire.mediaroom.com/index.php,About PR Newswire,,news,0.0
All News Releases,http://www.prnewswire.com/news-releases,All News Releases,,news,0.0
,https://abcnews.go.com/WN,World News Tonight,,news,0.0
,https://www.mondotimes.com/newspapers/usa/,American newspapers by state,,news,0.0
,https://www.easymedialist.com/usa/spanish-language-newspapers.html,Spanish language newspapers list,,news,0.0
,https://abcnews.go.com/weird,Weird News,,news,0.0
,https://www.easymedialist.com/usa/alternative-newsweeklies.html,Alternative news media list,,news,0.0
,http://www.rasmussenreports.com/public_content/about_us/in_the_news,RR in the News,,news,0.0
,http://www.crweworld.com/category/1/News,News,,news,0.0
,http://www.crweworld.com/category/2/World,World News,,news,0.0
,http://www.crweworld.com/category/31/Cannabis-News,Cannabis News,,news,0.0
,http://www.crweworld.com/category/3/Politics,Political News,,news,0.0
,http://www.crweworld.com/localnews,News,,news,0.0
,http://www.crweworld.com/category/35/gbn-press-releases,News from GlobeNewswire,,news,0.0
,http://www.crweworld.com/category/34/prn-press-releases,News from PR Newswire,,news,0.0
,http://www.crweworld.com/category/39/news-provided-by-business-wire,News from Business Wire,,news,0.0
,http://www.crweworld.com/category/37/aw-press-releases,News from Accesswire,,news,0.0
,http://www.crweworld.com/channel/9/News,News,,news,0.0
,http://www.crweworld.com#,Latest News,,news,0.0
View the latest news.,http://www.researchsea.com/html/news.php/pid/1/research/latest_research_news.html,All Latest News,,news,0.0
View the most recent additions to the site.,http://www.researchsea.com/client/ar_news.php,Asia Research News,,news,0.0
,https://www.easymedialist.com/usa/index.html,USA LocalNews Media,,news,0.0
,https://www.easymedialist.com/topic/index.html,NationalNews Media,,news,0.0
,https://www.easymedialist.com/usa/top100newspapers.html,Top 100Newspapers,,news,0.0
,https://abcnews.go.com/live/video/special-live-11,ABC News Live,,news,0.0
,https://abcnews.go.com/wn,World News Tonight with David Muir,,news,0.0
,http://www.24-7pressrelease.com/search_press_releases,Search News,,news,0.0
,http://www.rappler.com/newsbreak,Newsbreak,,news,0.0
,http://www.rappler.com/technology/news,News,,news,0.0
,http://www.rappler.com/previous-articles,LATEST NEWS,,news,0.0
,http://www.rappler.com/news,News,,news,0.0
,http://www.rappler.com/newsbreak,Newsbreak,,news,0.0
,http://www.rappler.com/thought-leaders/217382-defaults-and-plain-bad-choices-philippine-elections-duterte,[OPINION | NEWSPOINT] Defaults and plain bad choices,,news,0.0
,http://www.rappler.com/bulletin-board/217314-gateway-gallery-hosts-fake-news-talk,Gateway Gallery hosts 'Reading History in the Time of Fake News' talk,,news,0.0
,https://www.rappler.com/news,News,,news,0.0
,https://www.rappler.com/newsbreak,Newsbreak,,news,0.0
,https://www.thedailybeast.com/category/world,World News,,news,0.0
,https://www.thedailybeast.com/category/us-news,U.S. News,,news,0.0
,http://www.thedailybeast.com/al-gore-rips-president-trump-for-trying-to-bury-climate-change-report,6. MOTHER NATUREAl Gore Rips Trump for Trying to ‘Bury’ Climate ReportFormer vice president claims Trump moved release date to hide bad news.,,news,0.0
,http://www.thedailybeast.com/category/world,World News,,news,0.0
,http://www.thedailybeast.com/category/us-news,U.S. News,,news,0.0
,http://www.webwire.com/recent-headlines.asp,News,,news,0.0
,http://www.webwire.comrecent-headlines.asp,News By Industry,,news,0.0
,http://www.24-7pressrelease.com/where_news_go,Where Does Your News Go?,,news,0.0
,http://www.24-7pressrelease.com#,News,,news,0.0
,http://www.rappler.com/entertainment/news,Entertainment News,,news,0.0
,http://www.rappler.com/video/newscast,Newscast,,news,0.0
,http://WNNfans.com,World News Now & America This Morning,,news,0.0
,http://www.rappler.com/news,News,,news,0.0
,http://abcnewsstore.com/,ABC News Store,,news,0.0
,http://standardnewswire.com/index.php?module=content&SectionID=2,NEWS SOURCES,,news,0.0
,http://www.standardnewswire.com/index.php?module=content&SectionID=2,NEWS SOURCES,,news,0.0
,http://www.einpresswire.com/newsletters/,Email Newsletters,,news,0.0
,https://www.einpresswire.com/pricing,$49.95 for news release,,news,0.0
,https://www.einnews.com/,Newsdesk,,news,0.0
,https://www.newsplugin.com/,NewsPlugin,,news,0.0
,http://www.prmac.com#messages-3,Video News Release,,news,0.0
,//www.prweb.com/recentnews/index.htm?&nav_location=main_menu,News Center,,news,0.0
,https://service.prweb.com/about/subscribe-to-news/?&nav_location=footer,Subscribe to News,,news,0.0
,http://www.newswire.comfeatures/newsrooms,Newsrooms,,news,0.0
,http://www.newswire.comnewsroom,Newsroom,,news,0.0
,http://www.newswire.comnewsroom/news,News,,news,0.0
,https://www.g2crowd.com/products/newswire/reviews/newswire-review-577562,"""Newswire is one of the best press release service to work with""",,news,0.0
,http://www.newswire.comwhy-us,Why Newswire,,news,0.0
,http://guides.newswire.com/g/how-to-create-a-newsroom,Create a Newsroom,,news,0.0
,https://firsttoknow.com/news-2/,NEWS,,news,0.0
,http://www.bignewsnetwork.com/category/breaking-financial-markets-news,Financial Markets News,,news,0.0
,http://www.bignewsnetwork.com/category/stock-market-news,Stock Market News,,news,0.0
,http://www.bignewsnetwork.com/category/world-markets-news,World Markets News,,news,0.0
,http://www.bignewsnetwork.com/category/new-mexico-news,New Mexico News,,news,0.0
,http://www.bignewsnetwork.com/category/north-carolina-news,North Carolina News,,news,0.0
